Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xC4H10
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;286.4;1338;0.913
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;286.5;1744;0.913
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;286.8;3958;0.913
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;287.2;6902;0.913
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;287.8;11197;0.913
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;288.4;14231;0.913
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;288.9;1931;0.848
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;289;2441;0.848
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;289.4;3785;0.848
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;289.9;7129;0.848
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;290.5;10577;0.848
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;291.2;14072;0.848
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;292.9;3792;0.716
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;293;4268;0.716
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;293.7;6957;0.716
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;294.8;10439;0.716
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;295;13865;0.716
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;295.9;6619;0.575
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;296.4;8784;0.575
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;297.2;11321;0.575
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;297.9;14093;0.575
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;298;10204;0.353
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;298.4;11232;0.353
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;298.7;12528;0.353
Dataset 163;The Measurement and Prediction of Hydrate Formation  in Liquid Hydrocarbon-Water Systems;Ng, H.-J.[Heng-Joo] and Robinson, D. B.[Donald B.];Ind. Eng. Chem. Fundam. 15(4), 293 ( - 297);1976;CH4 + C4H10 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;299.3;14548;0.353
