Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCO2
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;282;1716.8;0.4
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;283.8;2185.6;0.402
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;285.8;2826.8;0.389
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;287.8;3826.6;0.398
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;273.5;779.1;0.639
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;274.8;889.4;0.628
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276.8;1123.8;0.63
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;278.7;1420.3;0.629
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;280.7;1806.4;0.621
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;282.6;2240.8;0.599
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;284.4;2833.7;0.602
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;274.2;1041.1;0.807
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276;1344.5;0.836
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;277.5;1613.4;0.833
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;279.4;1958.1;0.821
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;281;2406.3;0.817
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;283;3150.9;0.819
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;284.6;3785.2;0.814
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;273.9;1199.7;0.934
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;275.6;1482.4;0.932
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;277.6;1847.8;0.926
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;279.2;2220.1;0.924
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;281.2;2833.7;0.923
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;273.7;1241.1;0.965
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;275.2;1482.4;0.962
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276.7;1758.2;0.961
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;278.6;2220.1;0.955
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;280.6;2854.4;0.957
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;281.8;3357.7;0.966
Dataset 691;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C2H6 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;283.1;4081.7;0.967
