;Number of Data;Title;Authors;Source;Year;T (K);p (kPa);C2H6;C3H8;C4H10;CO2;H2O in Hydrate;Nonpolar Liquid;N2;H2O in Aqueous Liquid;Vapor;H2O in Hydrate sII;H2O in Hydrate sI;Ice;CH4;H2S
1146;Dataset 598;Equilibrium conditions for hydrate formation for a ternary mixture of methane, propane and carbon dioxide, and a natural gas mixture in the presence of electrolytes and methanol   ;Bishnoi, P. R.[P. Raj] and Dholabhai, P. D.[Pankaj D.];Fluid Phase Equilib. 158-160, 821-827;1999;280.56;2461.0;0;1;0;1;1;0;0;1;1;0;0;0;1;0
1147;Dataset 598;Equilibrium conditions for hydrate formation for a ternary mixture of methane, propane and carbon dioxide, and a natural gas mixture in the presence of electrolytes and methanol   ;Bishnoi, P. R.[P. Raj] and Dholabhai, P. D.[Pankaj D.];Fluid Phase Equilib. 158-160, 821-827;1999;283.21;3397.0;0;1;0;1;1;0;0;1;1;0;0;0;1;0
1148;Dataset 598;Equilibrium conditions for hydrate formation for a ternary mixture of methane, propane and carbon dioxide, and a natural gas mixture in the presence of electrolytes and methanol   ;Bishnoi, P. R.[P. Raj] and Dholabhai, P. D.[Pankaj D.];Fluid Phase Equilib. 158-160, 821-827;1999;288.62;7241.0;0;1;0;1;1;0;0;1;1;0;0;0;1;0
1149;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;1627.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1150;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;2248.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1151;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;2255.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1152;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;3123.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1153;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;283.0;4357.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1154;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;1151.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1155;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;1593.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1156;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;2193.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1157;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;283.2;3013.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1158;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;814.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1159;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;1138.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1160;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;1586.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1161;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;283.2;2227.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1162;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;552.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1163;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;779.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1164;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;1110.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1165;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;283.2;1558.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1166;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;365.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1167;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;538.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1168;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;800.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1169;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;800.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1170;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;283.2;1151.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1171;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;272.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1172;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;436.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1173;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;687.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1174;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;290.5;6929.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1175;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;303.7;62467.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1176;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;304.4;68982.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1177;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;299.1;34508.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1178;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;296.6;20857.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1179;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;301.6;48367.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1180;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;303.7;62294.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1181;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;294.5;13893.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1182;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;293.3;10446.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1183;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;290.7;6929.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1184;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;293.1;7412.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1185;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;292.8;7412.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1186;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;300.6;34577.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1187;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;302.7;48367.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1188;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;304.9;62225.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1189;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;298.5;23615.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1190;Dataset 211;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;296.2;13893.0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
1191;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;279.62;662.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1192;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;280.39;739.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1193;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;282.22;949.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1194;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;284.92;1342.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1195;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;287.96;2032.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1196;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;290.18;2708.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1197;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;294.18;4962.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1198;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;296.95;8102.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1199;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;297.58;9161.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1200;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;297.65;9375.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1201;Dataset 366;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;297.67;9561.0;0;1;0;0;1;1;0;1;1;0;0;0;1;0
1202;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;279.8;3032.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1203;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;279.91;6996.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1204;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;280.04;10271.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1205;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;280.21;15250.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1206;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;280.49;1834.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1207;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;280.59;3166.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1208;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;280.71;6989.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1209;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;280.91;11002.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1210;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;281.11;15394.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1211;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;282.35;1756.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1212;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;282.57;3170.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1213;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;282.88;6003.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1214;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;285.09;2060.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1215;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;285.3;3611.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1216;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;285.69;6590.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1217;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;286.25;10140.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1218;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;286.67;14326.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1219;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;288.01;2811.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1220;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;288.27;4804.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1221;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;288.72;7362.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1222;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;289.27;11496.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1223;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;289.84;15339.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1224;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;290.37;3363.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1225;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;290.66;5507.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1226;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;290.91;6362.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1227;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;291.56;9375.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1228;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;291.66;10389.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1229;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;292.1;13133.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1230;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;292.73;16939.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1231;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;294.24;5259.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1232;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;294.85;7810.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1233;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;295.62;10816.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1234;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;296.39;13795.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1235;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;297.15;17063.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1236;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;297.14;8431.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1237;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;297.93;11078.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1238;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;298.66;13988.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1239;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;299.67;17491.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
1240;Dataset 367;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;298.09;10430.0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
