Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xC2H6
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;282.47;6.9;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;282.52;6.4;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;282.73;7.4;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;282.77;7.9;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;283.05;8.4;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;283.16;9.4;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;283.17;8.4;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;283.41;8.9;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;283.47;9.9;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;283.91;11.4;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;283.98;10.4;0.501
Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;284.22;11.9;0.501
