Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xC3H8
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;280.59;1613;0.322
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;281.09;1627;0.322
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.43;490;0.271
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.87;545;0.271
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;274.32;614;0.271
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;274.59;600;0.271
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;275.26;772;0.271
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;275.59;869;0.271
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;275.82;917;0.271
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;274.48;634;0.26
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;274.65;689;0.26
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;275.21;786;0.26
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;276.43;945;0.26
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;277.09;1020;0.26
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;277.71;1117;0.26
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.04;538;0.186
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.76;641;0.186
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.82;641;0.186
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;274.26;662;0.186
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;274.71;710;0.186
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;276.82;938;0.186
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;278.93;1207;0.186
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;279.54;1303;0.186
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;275.65;745;0.15
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;277.21;903;0.15
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;280.6;1365;0.15
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;280.65;1393;0.15
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;279.65;1186;0.143
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;280.21;1303;0.143
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;282.09;1669;0.143
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;283.21;2027;0.143
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;278.82;951;0
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;280.21;1138;0
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;281.98;1448;0
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;281.07;1282;0
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;285.98;2510;0
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;286.48;2599;0
Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;288.15;3365;0
