Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCO2
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;280.4;930.8;0.3
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;280.4;965.3;0.497
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;280.4;1020.4;0.74
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;280.4;1123.8;0.801
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;280.4;1640.9;0.891
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;280.4;1999.5;0.911
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;280.4;2316.6;0.924
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;280.4;2999.2;0.94
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;282;1248.3;0.35
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;282;1317.2;0.577
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;282;1510.3;0.794
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;282;1800;0.852
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;282;2206.9;0.885
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;282;2779.3;0.908
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;282;3186.2;0.92
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;282;3800;0.928
